respondent_id,year,org_encouragement,org_preparedness,policy_suits_me,choice_autonomy
2020_564,2020,Somewhat agree,Somewhat agree,,
2020_565,2020,Somewhat agree,Somewhat agree,,
2020_566,2020,Strongly disagree,Strongly disagree,,
2020_567,2020,Somewhat disagree,Somewhat agree,,
2020_568,2020,Neither agree nor disagree,Strongly agree,,
2020_569,2020,Somewhat agree,Somewhat agree,,
2020_570,2020,Somewhat disagree,Somewhat agree,,
2020_571,2020,Somewhat agree,Somewhat agree,,
2020_572,2020,,,,
2020_573,2020,Somewhat disagree,Somewhat agree,,
2020_574,2020,Neither agree nor disagree,Strongly agree,,
2020_575,2020,Somewhat agree,Somewhat disagree,,
2020_576,2020,Somewhat agree,Somewhat agree,,
2020_577,2020,Somewhat disagree,Neither agree nor disagree,,
2020_578,2020,Somewhat agree,Neither agree nor disagree,,
2020_579,2020,,,,
2020_580,2020,Somewhat agree,Strongly agree,,
2020_581,2020,,,,
2020_582,2020,Neither agree nor disagree,Strongly agree,,
2020_583,2020,Somewhat agree,Neither agree nor disagree,,
2020_584,2020,Somewhat disagree,Strongly agree,,
2020_585,2020,Strongly agree,Strongly agree,,
2020_586,2020,Strongly disagree,Neither agree nor disagree,,
2020_587,2020,,,,
2020_588,2020,,,,
2020_589,2020,Somewhat agree,Somewhat agree,,
2020_590,2020,Neither agree nor disagree,Somewhat agree,,
2020_591,2020,Somewhat agree,Somewhat agree,,
2020_592,2020,,,,
2020_593,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_594,2020,Neither agree nor disagree,Somewhat agree,,
2020_595,2020,,,,
2020_596,2020,Strongly agree,Somewhat disagree,,
2020_597,2020,Somewhat agree,Strongly agree,,
2020_598,2020,Neither agree nor disagree,Somewhat agree,,
2020_599,2020,Strongly agree,Strongly agree,,
2020_600,2020,,,,
2020_601,2020,Neither agree nor disagree,Somewhat agree,,
2020_602,2020,Strongly agree,Strongly agree,,
2020_603,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_604,2020,Somewhat agree,Strongly agree,,
2020_605,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_606,2020,Neither agree nor disagree,Somewhat agree,,
2020_607,2020,Somewhat agree,Somewhat agree,,
2020_608,2020,Neither agree nor disagree,Somewhat agree,,
2020_609,2020,Neither agree nor disagree,Somewhat agree,,
2020_610,2020,Somewhat disagree,Neither agree nor disagree,,
2020_611,2020,Somewhat agree,Somewhat agree,,
2020_612,2020,Somewhat agree,Neither agree nor disagree,,
2020_613,2020,Neither agree nor disagree,Somewhat agree,,
2020_614,2020,Strongly agree,Strongly agree,,
2020_615,2020,Strongly disagree,Somewhat disagree,,
2020_616,2020,Strongly disagree,Somewhat disagree,,
2020_617,2020,Somewhat disagree,Somewhat disagree,,
2020_618,2020,,,,
2020_619,2020,Strongly disagree,Somewhat agree,,
2020_620,2020,,,,
2020_621,2020,Somewhat agree,Strongly agree,,
2020_622,2020,Somewhat agree,Somewhat agree,,
2020_623,2020,Somewhat agree,Strongly agree,,
2020_624,2020,Somewhat agree,Strongly agree,,
2020_625,2020,,,,
2020_626,2020,,,,
2020_627,2020,Somewhat agree,Somewhat agree,,
2020_628,2020,Neither agree nor disagree,Somewhat agree,,
2020_629,2020,,,,
2020_630,2020,Somewhat disagree,Somewhat disagree,,
2020_631,2020,Strongly agree,Strongly agree,,
2020_632,2020,Neither agree nor disagree,Somewhat agree,,
2020_633,2020,Somewhat agree,Strongly agree,,
2020_634,2020,Somewhat agree,Neither agree nor disagree,,
2020_635,2020,Neither agree nor disagree,Somewhat agree,,
2020_636,2020,Strongly agree,Strongly agree,,
2020_637,2020,Somewhat agree,Somewhat agree,,
2020_638,2020,,,,
2020_639,2020,Strongly agree,Strongly agree,,
2020_640,2020,Somewhat agree,Somewhat agree,,
2020_641,2020,Neither agree nor disagree,Strongly agree,,
2020_642,2020,Strongly agree,Strongly agree,,
2020_643,2020,Neither agree nor disagree,Strongly agree,,
2020_644,2020,Strongly agree,Strongly agree,,
2020_645,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_646,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_647,2020,Strongly agree,Strongly agree,,
2020_648,2020,,,,
2020_649,2020,,,,
2020_650,2020,Strongly agree,Strongly agree,,
2020_651,2020,Somewhat agree,Somewhat agree,,
2020_652,2020,Somewhat agree,Somewhat agree,,
2020_653,2020,Somewhat disagree,Somewhat disagree,,
2020_654,2020,Neither agree nor disagree,Somewhat agree,,
2020_655,2020,Somewhat agree,Strongly agree,,
2020_656,2020,Neither agree nor disagree,Strongly agree,,
2020_657,2020,Somewhat disagree,Somewhat agree,,
2020_658,2020,,,,
2020_659,2020,Somewhat agree,Somewhat agree,,
2020_660,2020,Somewhat agree,Somewhat agree,,
2020_661,2020,Strongly agree,Somewhat agree,,
2020_662,2020,Strongly disagree,Strongly disagree,,
2020_663,2020,,,,
2020_664,2020,Neither agree nor disagree,Strongly agree,,
2020_665,2020,Neither agree nor disagree,Somewhat agree,,
2020_666,2020,Somewhat disagree,Somewhat agree,,
2020_667,2020,,,,
2020_668,2020,,,,
2020_669,2020,Neither agree nor disagree,Somewhat agree,,
2020_670,2020,Somewhat agree,Somewhat agree,,
2020_671,2020,Somewhat agree,Somewhat agree,,
2020_672,2020,Neither agree nor disagree,Somewhat agree,,
2020_673,2020,,,,
2020_674,2020,,,,
2020_675,2020,Strongly disagree,Neither agree nor disagree,,
2020_676,2020,Somewhat agree,Somewhat agree,,
2020_677,2020,Strongly agree,Somewhat agree,,
2020_678,2020,,,,
2020_679,2020,Strongly agree,Somewhat agree,,
2020_680,2020,Somewhat agree,Somewhat agree,,
2020_681,2020,Somewhat disagree,Somewhat disagree,,
2020_682,2020,Somewhat agree,Neither agree nor disagree,,
2020_683,2020,Neither agree nor disagree,Strongly agree,,
2020_684,2020,Somewhat agree,Somewhat agree,,
2020_685,2020,Neither agree nor disagree,Somewhat agree,,
2020_686,2020,Strongly agree,Strongly agree,,
2020_687,2020,Somewhat agree,Neither agree nor disagree,,
2020_688,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_689,2020,Somewhat disagree,Strongly agree,,
2020_690,2020,Strongly agree,Strongly agree,,
2020_691,2020,Somewhat agree,Somewhat agree,,
2020_692,2020,Somewhat disagree,Neither agree nor disagree,,
2020_693,2020,Neither agree nor disagree,Somewhat agree,,
2020_694,2020,,,,
2020_695,2020,,,,
2020_696,2020,Somewhat disagree,Somewhat agree,,
2020_697,2020,Somewhat disagree,Somewhat agree,,
2020_698,2020,Neither agree nor disagree,Somewhat disagree,,
2020_699,2020,Somewhat disagree,Somewhat disagree,,
2020_700,2020,Neither agree nor disagree,Strongly disagree,,
2020_701,2020,Strongly agree,Somewhat agree,,
2020_702,2020,Strongly agree,Strongly agree,,
2020_703,2020,,,,
2020_704,2020,Somewhat disagree,Somewhat agree,,
2020_705,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_706,2020,Somewhat agree,Somewhat agree,,
2020_707,2020,Neither agree nor disagree,Strongly agree,,
2020_708,2020,Neither agree nor disagree,Somewhat agree,,
2020_709,2020,Strongly agree,Strongly agree,,
2020_710,2020,Somewhat agree,Strongly agree,,
2020_711,2020,Neither agree nor disagree,Somewhat disagree,,
2020_712,2020,Neither agree nor disagree,Strongly agree,,
2020_713,2020,Strongly disagree,Somewhat disagree,,
2020_714,2020,Somewhat disagree,Somewhat agree,,
2020_715,2020,Somewhat agree,Strongly agree,,
2020_716,2020,Strongly agree,Somewhat agree,,
2020_717,2020,,,,
2020_718,2020,Somewhat disagree,Somewhat disagree,,
2020_719,2020,Neither agree nor disagree,Somewhat agree,,
2020_720,2020,Strongly disagree,Somewhat agree,,
2020_721,2020,Somewhat disagree,Somewhat agree,,
2020_722,2020,,,,
2020_723,2020,Strongly disagree,Neither agree nor disagree,,
2020_724,2020,Neither agree nor disagree,Somewhat agree,,
2020_725,2020,Neither agree nor disagree,Somewhat agree,,
2020_726,2020,Strongly agree,Strongly agree,,
2020_727,2020,,,,
2020_728,2020,Somewhat agree,Somewhat disagree,,
2020_729,2020,Somewhat agree,Somewhat agree,,
2020_730,2020,Neither agree nor disagree,Somewhat agree,,
2020_731,2020,Strongly disagree,Strongly disagree,,
2020_732,2020,Strongly agree,Strongly agree,,
2020_733,2020,Somewhat agree,Strongly agree,,
2020_734,2020,,,,
2020_735,2020,,,,
2020_736,2020,Somewhat agree,Neither agree nor disagree,,
2020_737,2020,Somewhat disagree,Somewhat disagree,,
2020_738,2020,Strongly agree,Somewhat agree,,
2020_739,2020,Somewhat disagree,Somewhat disagree,,
2020_740,2020,Somewhat agree,Strongly agree,,
2020_741,2020,Strongly agree,Somewhat agree,,
2020_742,2020,Somewhat agree,Strongly agree,,
2020_743,2020,Somewhat disagree,Somewhat agree,,
2020_744,2020,Neither agree nor disagree,Somewhat agree,,
2020_745,2020,Somewhat disagree,Somewhat agree,,
2020_746,2020,Somewhat agree,Strongly agree,,
2020_747,2020,Neither agree nor disagree,Somewhat agree,,
2020_748,2020,,,,
2020_749,2020,,,,
2020_750,2020,,,,
2020_751,2020,Strongly agree,Strongly agree,,
2020_752,2020,Somewhat disagree,Strongly agree,,
2020_753,2020,Strongly agree,Strongly agree,,
2020_754,2020,Somewhat disagree,Somewhat agree,,
2020_755,2020,Strongly agree,Neither agree nor disagree,,
2020_756,2020,Neither agree nor disagree,Somewhat agree,,
2020_757,2020,Somewhat disagree,Somewhat disagree,,
2020_758,2020,,,,
2020_759,2020,Somewhat agree,Strongly agree,,
2020_760,2020,Somewhat agree,Somewhat agree,,
2020_761,2020,,,,
2020_762,2020,,,,
2020_763,2020,,,,
2020_764,2020,Strongly agree,Somewhat agree,,
2020_765,2020,Strongly disagree,Strongly agree,,
2020_766,2020,Somewhat disagree,Somewhat disagree,,
2020_767,2020,Somewhat agree,Strongly agree,,
2020_768,2020,Neither agree nor disagree,Somewhat agree,,
2020_769,2020,Somewhat disagree,Somewhat agree,,
2020_770,2020,Strongly agree,Strongly agree,,
2020_771,2020,Somewhat agree,Somewhat agree,,
2020_772,2020,,,,
2020_773,2020,Somewhat disagree,Somewhat agree,,
2020_774,2020,Strongly disagree,Somewhat agree,,
2020_775,2020,Somewhat agree,Strongly agree,,
2020_776,2020,,,,
2020_777,2020,Strongly agree,Strongly agree,,
2020_778,2020,Strongly agree,Strongly agree,,
2020_779,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_780,2020,,,,
2020_781,2020,Somewhat disagree,Somewhat agree,,
2020_782,2020,Neither agree nor disagree,Somewhat agree,,
2020_783,2020,,,,
2020_784,2020,Neither agree nor disagree,Somewhat agree,,
2020_785,2020,Neither agree nor disagree,Somewhat agree,,
2020_786,2020,Somewhat disagree,Somewhat disagree,,
2020_787,2020,Somewhat agree,Somewhat agree,,
2020_788,2020,Strongly agree,Somewhat agree,,
2020_789,2020,Somewhat disagree,Somewhat disagree,,
2020_790,2020,Strongly agree,Strongly agree,,
2020_791,2020,,,,
2020_792,2020,Somewhat agree,Strongly agree,,
2020_793,2020,Neither agree nor disagree,Strongly agree,,
2020_794,2020,Neither agree nor disagree,Somewhat disagree,,
2020_795,2020,Somewhat agree,Somewhat agree,,
2020_796,2020,Somewhat agree,Somewhat agree,,
2020_797,2020,,,,
2020_798,2020,Somewhat agree,Somewhat agree,,
2020_799,2020,Strongly disagree,Somewhat agree,,
2020_800,2020,Somewhat agree,Somewhat agree,,
2020_801,2020,,,,
2020_802,2020,Strongly agree,Strongly agree,,
2020_803,2020,Somewhat disagree,Somewhat disagree,,
2020_804,2020,Somewhat disagree,Somewhat agree,,
2020_805,2020,,,,
2020_806,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_807,2020,Neither agree nor disagree,Somewhat agree,,
2020_808,2020,Somewhat agree,Somewhat agree,,
2020_809,2020,Neither agree nor disagree,Somewhat agree,,
2020_810,2020,Somewhat disagree,Somewhat agree,,
2020_811,2020,,,,
2020_812,2020,Neither agree nor disagree,Somewhat agree,,
2020_813,2020,,,,
2020_814,2020,Neither agree nor disagree,Strongly agree,,
2020_815,2020,Strongly disagree,Neither agree nor disagree,,
2020_816,2020,Somewhat agree,Somewhat agree,,
2020_817,2020,Somewhat disagree,Somewhat disagree,,
2020_818,2020,,,,
2020_819,2020,Strongly disagree,Somewhat disagree,,
2020_820,2020,Strongly agree,Strongly agree,,
2020_821,2020,Neither agree nor disagree,Somewhat agree,,
2020_822,2020,,,,
2020_823,2020,Neither agree nor disagree,Somewhat disagree,,
2020_824,2020,Strongly agree,Strongly agree,,
2020_825,2020,Somewhat agree,Somewhat agree,,
2020_826,2020,Somewhat agree,Strongly agree,,
2020_827,2020,Somewhat agree,Somewhat agree,,
2020_828,2020,Strongly agree,Strongly agree,,
2020_829,2020,Strongly agree,Strongly agree,,
2020_830,2020,Somewhat agree,Somewhat agree,,
2020_831,2020,Strongly disagree,Somewhat disagree,,
2020_832,2020,Somewhat agree,Somewhat agree,,
2020_833,2020,,,,
2020_834,2020,Somewhat agree,Somewhat agree,,
2020_835,2020,Somewhat disagree,Somewhat disagree,,
2020_836,2020,Strongly agree,Strongly agree,,
2020_837,2020,Neither agree nor disagree,Strongly agree,,
2020_838,2020,Neither agree nor disagree,Somewhat agree,,
2020_839,2020,Strongly disagree,Neither agree nor disagree,,
2020_840,2020,Strongly disagree,Neither agree nor disagree,,
2020_841,2020,,,,
2020_842,2020,,,,
2020_843,2020,Somewhat agree,Somewhat disagree,,
2020_844,2020,,,,
2020_845,2020,Strongly agree,Strongly agree,,
2020_846,2020,Neither agree nor disagree,Somewhat agree,,
2020_847,2020,Somewhat disagree,Somewhat agree,,
2020_848,2020,Neither agree nor disagree,Strongly agree,,
2020_849,2020,Somewhat agree,Strongly agree,,
2020_850,2020,Strongly agree,Somewhat agree,,
2020_851,2020,Strongly agree,Strongly agree,,
2020_852,2020,,,,
2020_853,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_854,2020,Somewhat agree,Somewhat agree,,
2020_855,2020,Neither agree nor disagree,Strongly agree,,
2020_856,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_857,2020,,,,
2020_858,2020,Strongly agree,Somewhat agree,,
2020_859,2020,Somewhat disagree,Neither agree nor disagree,,
2020_860,2020,Somewhat disagree,Somewhat agree,,
2020_861,2020,Somewhat agree,Somewhat agree,,
2020_862,2020,Somewhat agree,Strongly agree,,
2020_863,2020,Somewhat agree,Somewhat agree,,
2020_864,2020,,,,
2020_865,2020,Neither agree nor disagree,Somewhat disagree,,
2020_866,2020,Strongly agree,Strongly agree,,
2020_867,2020,Neither agree nor disagree,Strongly agree,,
2020_868,2020,,,,
2020_869,2020,Somewhat disagree,Somewhat disagree,,
2020_870,2020,Somewhat disagree,Strongly agree,,
2020_871,2020,Somewhat agree,Somewhat agree,,
2020_872,2020,,,,
2020_873,2020,Strongly disagree,Strongly disagree,,
2020_874,2020,,,,
2020_875,2020,Strongly disagree,Strongly agree,,
2020_876,2020,Neither agree nor disagree,Strongly agree,,
2020_877,2020,Strongly agree,Strongly agree,,
2020_878,2020,Somewhat agree,Somewhat agree,,
2020_879,2020,,,,
2020_880,2020,Somewhat disagree,Somewhat agree,,
2020_881,2020,Neither agree nor disagree,Strongly agree,,
2020_882,2020,Neither agree nor disagree,Somewhat agree,,
2020_883,2020,Somewhat agree,Somewhat agree,,
2020_884,2020,,,,
2020_885,2020,Somewhat disagree,Strongly agree,,
2020_886,2020,Strongly agree,Strongly agree,,
2020_887,2020,Somewhat agree,Somewhat disagree,,
2020_888,2020,,,,
2020_889,2020,Strongly disagree,Somewhat agree,,
2020_890,2020,Somewhat agree,Somewhat agree,,
2020_891,2020,Strongly agree,Strongly agree,,
2020_892,2020,,,,
2020_893,2020,Neither agree nor disagree,Somewhat agree,,
2020_894,2020,Somewhat disagree,Strongly agree,,
2020_895,2020,Somewhat agree,Somewhat agree,,
2020_896,2020,Neither agree nor disagree,Somewhat agree,,
2020_897,2020,Strongly agree,Strongly agree,,
2020_898,2020,Neither agree nor disagree,Somewhat disagree,,
2020_899,2020,Strongly agree,Strongly agree,,
2020_900,2020,,,,
2020_901,2020,Neither agree nor disagree,Somewhat agree,,
2020_902,2020,Strongly agree,Somewhat agree,,
2020_903,2020,Somewhat disagree,Neither agree nor disagree,,
2020_904,2020,Strongly agree,Strongly agree,,
2020_905,2020,Strongly agree,Strongly agree,,
2020_906,2020,Somewhat agree,Somewhat agree,,
2020_907,2020,Strongly agree,Strongly agree,,
2020_908,2020,Neither agree nor disagree,Somewhat agree,,
2020_909,2020,Strongly agree,Strongly agree,,
2020_910,2020,Strongly disagree,Strongly agree,,
2020_911,2020,Strongly disagree,Strongly disagree,,
2020_912,2020,Neither agree nor disagree,Somewhat agree,,
2020_913,2020,,,,
2020_914,2020,Somewhat disagree,Somewhat disagree,,
2020_915,2020,Strongly agree,Strongly agree,,
2020_916,2020,Somewhat disagree,Somewhat disagree,,
2020_917,2020,Strongly agree,Strongly agree,,
2020_918,2020,Somewhat agree,Somewhat agree,,
2020_919,2020,,,,
2020_920,2020,Somewhat disagree,Somewhat disagree,,
2020_921,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_922,2020,Strongly agree,Strongly agree,,
2020_923,2020,,,,
2020_924,2020,Somewhat disagree,Somewhat agree,,
2020_925,2020,,,,
2020_926,2020,Neither agree nor disagree,Strongly agree,,
2020_927,2020,Somewhat agree,Neither agree nor disagree,,
2020_928,2020,Neither agree nor disagree,Somewhat agree,,
2020_929,2020,Strongly agree,Strongly agree,,
2020_930,2020,Somewhat agree,Neither agree nor disagree,,
2020_931,2020,,,,
2020_932,2020,Neither agree nor disagree,Somewhat agree,,
2020_933,2020,,,,
2020_934,2020,Strongly disagree,Somewhat agree,,
2020_935,2020,Strongly agree,Somewhat agree,,
2020_936,2020,Somewhat agree,Strongly agree,,
2020_937,2020,Strongly agree,Strongly agree,,
2020_938,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_939,2020,Somewhat agree,Somewhat agree,,
2020_940,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_941,2020,Somewhat agree,Somewhat agree,,
2020_942,2020,Somewhat agree,Somewhat agree,,
2020_943,2020,Strongly disagree,Neither agree nor disagree,,
2020_944,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_945,2020,Somewhat disagree,Neither agree nor disagree,,
2020_946,2020,Somewhat disagree,Neither agree nor disagree,,
2020_947,2020,,,,
2020_948,2020,Somewhat disagree,Somewhat agree,,
2020_949,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_950,2020,Somewhat disagree,Somewhat agree,,
2020_951,2020,Somewhat agree,Somewhat disagree,,
2020_952,2020,Somewhat agree,Strongly agree,,
2020_953,2020,Neither agree nor disagree,Strongly agree,,
2020_954,2020,Neither agree nor disagree,Strongly disagree,,
2020_955,2020,Somewhat agree,Somewhat disagree,,
2020_956,2020,,,,
2020_957,2020,Somewhat agree,Somewhat agree,,
2020_958,2020,,,,
2020_959,2020,Neither agree nor disagree,Strongly agree,,
2020_960,2020,Neither agree nor disagree,Somewhat agree,,
2020_961,2020,Strongly disagree,Strongly disagree,,
2020_962,2020,Strongly agree,Strongly agree,,
2020_963,2020,Strongly agree,Strongly agree,,
2020_964,2020,Strongly disagree,Strongly disagree,,
2020_965,2020,Strongly agree,Strongly agree,,
2020_966,2020,Strongly agree,Strongly agree,,
2020_967,2020,,,,
2020_968,2020,Somewhat disagree,Somewhat agree,,
2020_969,2020,Strongly agree,Strongly agree,,
2020_970,2020,Somewhat disagree,Neither agree nor disagree,,
2020_971,2020,Somewhat disagree,Somewhat agree,,
2020_972,2020,Strongly disagree,Somewhat agree,,
2020_973,2020,Somewhat disagree,Somewhat agree,,
2020_974,2020,Somewhat agree,Somewhat disagree,,
2020_975,2020,,,,
2020_976,2020,Strongly disagree,Somewhat disagree,,
2020_977,2020,Neither agree nor disagree,Somewhat agree,,
2020_978,2020,,,,
2020_979,2020,Somewhat disagree,Somewhat agree,,
2020_980,2020,Neither agree nor disagree,Somewhat agree,,
2020_981,2020,Strongly agree,Somewhat agree,,
2020_982,2020,Neither agree nor disagree,Somewhat agree,,
2020_983,2020,Somewhat agree,Strongly agree,,
2020_984,2020,Neither agree nor disagree,Somewhat agree,,
2020_985,2020,Strongly disagree,Somewhat agree,,
2020_986,2020,Neither agree nor disagree,Somewhat agree,,
2020_987,2020,Strongly agree,Strongly agree,,
2020_988,2020,,,,
2020_989,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_990,2020,Somewhat disagree,Somewhat agree,,
2020_991,2020,,,,
2020_992,2020,Strongly agree,Strongly agree,,
2020_993,2020,Somewhat agree,Somewhat agree,,
2020_994,2020,Somewhat agree,Strongly agree,,
2020_995,2020,Somewhat disagree,Neither agree nor disagree,,
2020_996,2020,Neither agree nor disagree,Somewhat agree,,
2020_997,2020,Strongly disagree,Neither agree nor disagree,,
2020_998,2020,Neither agree nor disagree,Strongly agree,,
2020_999,2020,Strongly agree,Strongly agree,,
2020_1000,2020,,,,
2020_1001,2020,Strongly disagree,Strongly agree,,
2020_1002,2020,Somewhat agree,Strongly agree,,
2020_1003,2020,Somewhat disagree,Strongly agree,,
2020_1004,2020,,,,
2020_1005,2020,Somewhat disagree,Strongly agree,,
2020_1006,2020,,,,
2020_1007,2020,,,,
2020_1008,2020,,,,
2020_1009,2020,Somewhat agree,Strongly agree,,
2020_1010,2020,,,,
2020_1011,2020,Somewhat disagree,Neither agree nor disagree,,
2020_1012,2020,Somewhat agree,Somewhat agree,,
2020_1013,2020,Somewhat agree,Somewhat agree,,
2020_1014,2020,Somewhat agree,Somewhat agree,,
2020_1015,2020,Somewhat disagree,Somewhat disagree,,
2020_1016,2020,Neither agree nor disagree,Somewhat agree,,
2020_1017,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1018,2020,Neither agree nor disagree,Somewhat agree,,
2020_1019,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1020,2020,Somewhat disagree,Somewhat disagree,,
2020_1021,2020,Neither agree nor disagree,Somewhat agree,,
2020_1022,2020,Somewhat agree,Somewhat agree,,
2020_1023,2020,Somewhat disagree,Neither agree nor disagree,,
2020_1024,2020,,,,
2020_1025,2020,,,,
2020_1026,2020,Strongly agree,Strongly agree,,
2020_1027,2020,Strongly disagree,Somewhat agree,,
2020_1028,2020,Somewhat disagree,Somewhat disagree,,
2020_1029,2020,Strongly agree,Somewhat agree,,
2020_1030,2020,Strongly disagree,Somewhat disagree,,
2020_1031,2020,Strongly disagree,Somewhat agree,,
2020_1032,2020,Strongly agree,Strongly agree,,
2020_1033,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1034,2020,Neither agree nor disagree,Somewhat agree,,
2020_1035,2020,Somewhat agree,Strongly agree,,
2020_1036,2020,,,,
2020_1037,2020,,,,
2020_1038,2020,Neither agree nor disagree,Somewhat agree,,
2020_1039,2020,Somewhat agree,Somewhat agree,,
2020_1040,2020,Neither agree nor disagree,Somewhat agree,,
2020_1041,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1042,2020,Somewhat disagree,Somewhat agree,,
2020_1043,2020,Neither agree nor disagree,Somewhat agree,,
2020_1044,2020,Strongly disagree,Somewhat disagree,,
2020_1045,2020,Neither agree nor disagree,Somewhat agree,,
2020_1046,2020,Strongly agree,Strongly agree,,
2020_1047,2020,Strongly agree,Strongly agree,,
2020_1048,2020,Somewhat disagree,Strongly agree,,
2020_1049,2020,Neither agree nor disagree,Somewhat agree,,
2020_1050,2020,,,,
2020_1051,2020,Somewhat agree,Somewhat agree,,
2020_1052,2020,Strongly agree,Strongly agree,,
2020_1053,2020,,,,
2020_1054,2020,Somewhat agree,Somewhat agree,,
2020_1055,2020,Neither agree nor disagree,Somewhat agree,,
2020_1056,2020,Somewhat agree,Somewhat agree,,
2020_1057,2020,Neither agree nor disagree,Somewhat agree,,
2020_1058,2020,Strongly agree,Strongly agree,,
2020_1059,2020,Somewhat disagree,Strongly agree,,
2020_1060,2020,Somewhat agree,Somewhat agree,,
2020_1061,2020,Somewhat agree,Somewhat agree,,
2020_1062,2020,Strongly agree,Neither agree nor disagree,,
2020_1063,2020,Strongly agree,Strongly agree,,
2020_1064,2020,Somewhat agree,Somewhat agree,,
2020_1065,2020,Strongly disagree,Somewhat disagree,,
2020_1066,2020,Strongly agree,Strongly agree,,
2020_1067,2020,,,,
2020_1068,2020,Somewhat disagree,Somewhat agree,,
2020_1069,2020,,,,
2020_1070,2020,,,,
2020_1071,2020,Somewhat agree,Somewhat agree,,
2020_1072,2020,Neither agree nor disagree,Somewhat agree,,
2020_1073,2020,,,,
2020_1074,2020,Neither agree nor disagree,Strongly agree,,
2020_1075,2020,Strongly agree,Strongly agree,,
2020_1076,2020,Neither agree nor disagree,Strongly agree,,
2020_1077,2020,Somewhat agree,Strongly agree,,
2020_1078,2020,Neither agree nor disagree,Somewhat agree,,
2020_1079,2020,,,,
2020_1080,2020,Strongly agree,Strongly agree,,
2020_1081,2020,,,,
2020_1082,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1083,2020,,,,
2020_1084,2020,Somewhat agree,Somewhat agree,,
2020_1085,2020,Somewhat agree,Strongly agree,,
2020_1086,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1087,2020,Neither agree nor disagree,Somewhat agree,,
2020_1088,2020,Somewhat agree,Somewhat agree,,
2020_1089,2020,,,,
2020_1090,2020,Somewhat agree,Strongly agree,,
2020_1091,2020,Somewhat disagree,Strongly agree,,
2020_1092,2020,Somewhat agree,Somewhat agree,,
2020_1093,2020,Somewhat disagree,Neither agree nor disagree,,
2020_1094,2020,Neither agree nor disagree,Somewhat agree,,
2020_1095,2020,Somewhat agree,Somewhat agree,,
2020_1096,2020,Neither agree nor disagree,Somewhat disagree,,
2020_1097,2020,Somewhat agree,Somewhat agree,,
2020_1098,2020,,,,
2020_1099,2020,Somewhat agree,Somewhat agree,,
2020_1100,2020,Somewhat disagree,Somewhat agree,,
2020_1101,2020,,,,
2020_1102,2020,Strongly agree,Somewhat agree,,
2020_1103,2020,,,,
2020_1104,2020,Neither agree nor disagree,Somewhat agree,,
2020_1105,2020,,,,
2020_1106,2020,Somewhat disagree,Somewhat agree,,
2020_1107,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1108,2020,Neither agree nor disagree,Somewhat agree,,
2020_1109,2020,Neither agree nor disagree,Somewhat agree,,
2020_1110,2020,Somewhat agree,Strongly agree,,
2020_1111,2020,Somewhat agree,Somewhat agree,,
2020_1112,2020,Somewhat disagree,Somewhat agree,,
2020_1113,2020,Somewhat agree,Somewhat agree,,
2020_1114,2020,,,,
2020_1115,2020,Strongly agree,Strongly agree,,
2020_1116,2020,Strongly agree,Strongly agree,,
2020_1117,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1118,2020,Strongly agree,Strongly agree,,
2020_1119,2020,Neither agree nor disagree,Somewhat agree,,
2020_1120,2020,,,,
2020_1121,2020,Somewhat agree,Somewhat agree,,
2020_1122,2020,Strongly agree,Strongly agree,,
2020_1123,2020,,,,
2020_1124,2020,Neither agree nor disagree,Strongly agree,,
2020_1125,2020,Neither agree nor disagree,Somewhat disagree,,
2020_1126,2020,Neither agree nor disagree,Somewhat disagree,,
2020_1127,2020,Strongly agree,Neither agree nor disagree,,
2020_1128,2020,Neither agree nor disagree,Neither agree nor disagree,,
2020_1129,2020,Neither agree nor disagree,Somewhat agree,,
2020_1130,2020,Neither agree nor disagree,Somewhat disagree,,
2020_1131,2020,Strongly agree,Somewhat agree,,
2020_1132,2020,Strongly agree,Somewhat agree,,
2020_1133,2020,Somewhat agree,Strongly agree,,
